EDA,HR,Time
5.0955300645774e-06,50.91860434231952,14:45:00
0.6235404050161997,52.56351417025655,14:45:04
1.213235518800623,54.19193795276497,14:45:08
1.737724058738891,55.790415622351134,14:45:12
2.1711153289750595,57.34653906972263,14:45:16
2.496738769879525,58.849252542808074,14:45:20
2.711194135916898,60.28909500333342,14:45:24
2.8265493350245086,61.65837576492774,14:45:28
2.868123918095049,62.95127888414884,14:45:32
2.867415669565632,64.16389576599235,14:45:36
2.8529167623288147,65.29418902608022,14:45:40
2.8430986410860677,66.34189366880724,14:45:44
2.844507016133619,67.30836400851764,14:45:48
2.8548778692932864,68.19637644600564,14:45:52
2.8686424025384984,69.00989922701125,14:45:56
2.8815550005556516,69.75384070215028,14:46:00
2.892425223683605,70.4337874545667,14:46:04
2.9019940277799594,71.05574305139433,14:46:08
2.910601436382514,71.6258771983037,14:46:12
2.9166698037993846,72.15029381827597,14:46:16
2.9171555163226603,72.63482511469698,14:46:20
2.909638211513514,73.08485708725813,14:46:24
2.8945444719754914,73.50519031431537,14:46:28
2.875863499085105,73.89993815982362,14:46:32
2.859689045242119,74.27246296409436,14:46:36
2.851348845021869,74.62534928703101,14:46:40
2.852764896991838,74.96041193528477,14:46:44
2.8614586548771976,75.27873535853892,14:46:48
2.8715675404259486,75.580740073916,14:46:52
2.8761843650992938,75.86627109090746,14:46:56
2.8698736570489136,76.13470287162833,14:47:00
2.8503974829191496,76.3850551711274,14:47:04
2.819186374558193,76.6161141476297,14:47:08
2.7806276540836037,76.82655339098649,14:47:12
2.7406592619112162,77.01504995980214,14:47:16
2.7053256284094123,77.18039110931544,14:47:20
2.6797589538525934,77.32156809646057,14:47:24
2.667575136400344,77.43785422930942,14:47:28
2.670293400087636,77.52886515156533,14:47:32
2.6865051612318154,77.59460018872716,14:47:36
2.7111129966031378,77.63546440376257,14:47:40
2.7355016409799373,77.65227179123087,14:47:44
2.749394955736878,77.64623075550946,14:47:48
2.7442815434251244,77.61891364828476,14:47:52
2.7171490473230575,77.57221266239755,14:47:56
2.672636598486975,77.50828477668486,14:48:00
2.6221458207385044,77.42948870750604,14:48:04
2.5798256304353733,77.33831694092001,14:48:08
2.5569367406781063,77.2373258955704,14:48:12
2.5571053129085164,77.12906710801568,14:48:16
2.574894262599618,77.01602205423684,14:48:20
2.598762963654796,76.90054284435988,14:48:24
2.6171733276562295,76.78480057838317,14:48:28
2.6245486097094983,76.67074265843398,14:48:32
2.6235954616447335,76.56005984840235,14:48:36
2.6226624936687495,76.45416338390775,14:48:40
2.6299612994313053,76.35417199005633,14:48:44
2.648373537715973,76.26090828202602,14:48:48
2.673916829175131,76.17490371948215,14:48:52
2.6983757648108257,76.09641107020055,14:48:56
2.7140570115148694,76.02542321578404,14:49:00
2.7177419580657345,75.96169710175809,14:49:04
2.711885532005576,75.90478168699786,14:49:08
2.702909099327101,75.85404886603217,14:49:12
2.697871695948103,75.80872649689799,14:49:16
2.70131591124926,75.76793283706516,14:49:20
2.7137226118394584,75.73071184138823,14:49:24
2.7320935870088556,75.69606888465509,14:49:28
2.7521343049990046,75.66300651965066,14:49:32
2.770791477533599,75.63055986132146,14:49:36
2.7878329646262534,75.59783110193149,14:49:40
2.805726604635753,75.56402252780347,14:49:44
2.827964364490485,75.52846725365681,14:49:48
2.856769229531114,75.49065674952746,14:49:52
2.8914412838558254,75.45026413944801,14:49:56
2.928249039724079,75.40716222403566,14:50:00
2.9619095445779626,75.36143523402804,14:50:04
2.9878467596466756,75.31338346208226,14:50:08
3.0040945867906768,75.26352014148482,14:50:12
3.012014396096017,75.2125602323096,14:50:16
3.0156017248005393,75.16140112240811,14:50:20
3.0197143158430912,75.11109563269815,14:50:24
3.027932664030966,75.06281811101712,14:50:28
3.0409108155556606,75.0178247826021,14:50:32
3.055886210804757,74.97740987461336,14:50:36
3.0675165202793457,74.94285932499392,14:50:40
3.06969151166398,74.91540410255918,14:50:44
3.0577363560527244,74.89617528872857,14:50:48
3.0304477061327275,74.88616308862646,14:50:52
2.9913998020355925,74.88618184166528,14:50:56
2.9488420480182373,74.89684288588889,14:51:00
2.913615794420162,74.91853679997652,14:51:04
2.8952326688963512,74.95142611404685,14:51:08
2.8974519465569504,74.99544906636264,14:51:12
2.915599680477086,75.05033441658729,14:51:16
2.9375959232130127,75.11562674138297,14:51:20
2.9489604245187926,75.1907210704736,14:51:24
2.939756036526592,75.27490520433786,14:51:28
2.9099645025621137,75.36740761685314,14:51:32
2.8703013369584696,75.46744850923727,14:51:36
2.837852843509948,75.57429136069013,14:51:40
2.828746371047525,75.68729222571447,14:51:44
2.851601506904309,75.80594406274852,14:51:48
2.9049024800561125,75.92991354317977,14:51:52
2.9791647698241768,76.0590680788966,14:51:56
3.0621743915016175,76.19349121099035,14:52:00
3.1440629713669095,76.33348500968332,14:52:04
3.219394768683273,76.4795587308526,14:52:08
3.285591240901172,76.63240363864367,14:52:12
3.3395753298643935,76.79285461230226,14:52:16
3.375723417282239,76.96183987792398,14:52:20
3.387148757069763,77.14032090564805,14:52:24
3.369742490768247,77.32922514853193,14:52:28
3.3262043175279574,77.5293748276608,14:52:32
3.2671474511142233,77.74141534782163,14:52:36
3.208283022656661,77.96574712474798,14:52:40
3.165122745724684,78.20246459435072,14:52:44
3.1478656737562667,78.45130594507383,14:52:48
3.1586578631912623,78.71161666883768,14:52:52
3.1919944573921293,78.98232937997408,14:52:56
3.23765247062759,79.26196153455203,14:53:00
3.2846738319632887,79.54863173700508,14:53:04
3.3247023378621883,79.8400943019082,14:53:08
3.3535055647415195,80.13379071165109,14:53:12
3.3706034602788724,80.42691564739833,14:53:16
3.3779209244571122,80.71649444207021,14:53:20
3.3785720177744034,80.99946817243789,14:53:24
3.3762046636896903,81.27278222026305,14:53:28
3.3744931653292327,81.53347401840531,14:53:32
3.3761738605043368,81.77875586444021,14:53:36
3.381624766618584,82.00608911638085,14:53:40
3.387792734447137,82.21324674477935,14:53:44
3.388528043409945,82.3983620450649,14:53:48
3.376811324531823,82.55996224155786,14:53:52
3.3482474858442344,82.69698666245392,14:53:56
3.3042072914942002,82.80879005880945,14:54:00
3.2527835219240817,82.8951324171305,14:54:04
3.2065796415559644,82.95615722814624,14:54:08
3.177911739449197,82.99236059601874,14:54:12
3.173439633873895,83.00455379311171,14:54:16
3.1907253145890078,82.99382189204061,14:54:20
3.2184355179808164,82.96148095845534,14:54:24
3.2402754017563105,82.90903599347821,14:54:28
3.2411514271243194,82.83814140818016,14:54:32
3.2132290047690164,82.75056533085548,14:54:36
3.159566536870042,82.64815852870451,14:54:40
3.0936474784212185,82.53282820566028,14:54:44
3.0344251146538306,82.40651645249291,14:54:48
2.998511102338157,82.27118270611847,14:54:52
2.9931071058201772,82.12878925018354,14:54:56
3.013538915758234,81.9812885804619,14:55:00
3.046818582226978,81.83061137988014,14:55:04
3.078829754400123,81.67865390159456,14:55:08
3.100474841287777,81.5272637346459,14:55:12
3.109393358447503,81.37822320391597,14:55:16
3.1075759465508095,81.23323000424512,14:55:20
3.098112598497703,81.09387505288736,14:55:24
3.0840309060651894,80.96161792998376,14:55:28
3.0693559997955253,80.83776063182016,14:55:32
3.0600683240913216,80.72342066039333,14:55:36
3.0628076384380383,80.61950469606884,14:55:40
3.0815661813672164,80.52668423566541,14:55:44
3.1148211507346812,80.44537462084507,14:55:48
3.155524374033718,80.37571883261366,14:55:52
3.1942093160174823,80.31757729429424,14:55:56
3.2231974596504362,80.27052471874924,14:56:00
3.239372638643277,80.23385476862353,14:56:04
3.2443208254856897,80.20659298361474,14:56:08
3.2423808253201747,80.18751807896861,14:56:12
3.2380267020913065,80.17519134855806,14:56:16
3.233848468666543,80.16799353032845,14:56:20
3.2298078683617395,80.16416813022283,14:56:24
3.223898637023405,80.16186987311656,14:56:28
3.213880143677852,80.15921667595715,14:56:32
3.1993060128897066,80.15434333720697,14:56:36
3.1827866163116516,80.14545502125277,14:56:40
3.169611329809977,80.13087859375672,14:56:44
3.1656084277636682,80.10910993403617,14:56:48
3.174100691492198,80.07885550700914,14:56:52
3.1934471323958915,80.03906670831456,14:56:56
3.2165664007277495,79.98896578671273,14:57:00
3.233053388854565,79.92806248119052,14:57:04
3.233327821397391,79.85616087047207,14:57:08
3.213094285824319,79.77335630619778,14:57:12
3.1758168836112683,79.68002267654485,14:57:16
3.1315514342005075,79.57679061439627,14:57:20
3.092400273509179,79.46451761272674,14:57:24
3.066996032305679,79.34425132710044,14:57:28
3.0571365143525995,79.21718761582818,14:57:32
3.0582757861775085,79.08462507507029,14:57:36
3.0630922426283376,78.94791795156507,14:57:40
3.065680079484806,78.80842934528404,14:57:44
3.0640378141565825,78.6674865404543,14:57:48
3.059950339201931,78.52634012844094,14:57:52
3.0568791997244245,78.38612832399838,14:57:56
3.0572704672848396,78.24784755131994,14:58:00
3.0606732346897934,78.11233001723151,14:58:04
3.063530358635212,77.98022862450502,14:58:08
3.060735540151559,77.85200923284394,14:58:12
3.0482620758322003,77.72794996647775,14:58:16
3.025631863605035,77.60814700690635,14:58:20
2.996988376921802,77.49252610323518,14:58:24
2.9701332581885813,77.38085888300819,14:58:28
2.9538252107954386,77.27278295326575,14:58:32
2.9544643541666744,77.16782474274078,14:58:36
2.9735993283032296,77.06542404816582,14:58:40
3.007357393842526,76.96495930567377,14:58:44
3.0480500296169772,76.8657727056957,14:58:48
3.0872038849734826,76.76719439791646,14:58:52
3.1185900924073136,76.66856518053528,14:58:56
3.1398800877531094,76.56925722206574,14:59:00
3.1523659005327103,76.46869251064741,14:59:04
3.159261014121744,76.36635885384975,14:59:08
3.1637543297586794,76.26182335393909,14:59:12
3.167851074938705,76.15474335754125,14:59:16
3.172302645286304,76.04487492748238,14:59:20
3.1771732282496137,75.9320789144948,14:59:24
3.1823092695090622,75.816324724399,14:59:28
3.1872706123290717,75.69769188788715,14:59:32
3.1908593766727735,75.5763695481658,14:59:36
3.1908068469653954,75.45265398705594,14:59:40
3.184153240197624,75.32694431160962,14:59:44
3.16839361079602,75.19973641914916,14:59:48
3.1428789799522097,75.07161534762518,14:59:52
3.109683914188485,74.9432461007053,14:59:56
3.0734203376186087,74.81536301586448,15:00:00
3.0401070626709314,74.68875772431232,15:00:04
3.0156818241499077,74.56426574087286,15:00:08
3.004685585664312,74.44275172681459,15:00:12
3.009213794911217,74.3250934938881,15:00:16
3.0279812751380595,74.21216486478875,15:00:20
3.0556645503444875,74.10481757153741,15:00:24
3.0832987455195693,74.00386245353977,15:00:28
3.1006445853942375,73.91005030450677,15:00:32
3.100497537070248,73.8240528051818,15:00:36
3.083168715464051,73.74644406122897,15:00:40
3.058157211187503,73.67768333837414,15:00:44
3.040838839181318,73.61809964636123,15:00:48
3.0449280257283897,73.56787886546077,15:00:52
3.0746579834520853,73.5270541287517,15:00:56
3.1215412563250435,73.49550016343947,15:01:00
3.1681931554348775,73.47293224777168,15:01:04
3.1974257470680993,73.45891034990048,15:01:08
3.2014486290723894,73.45284887618564,15:01:12
3.1857888790075934,73.45403226672941,15:01:16
3.1656920963639488,73.46163643751743,15:01:20
3.1573356413373794,73.4747557889601,15:01:24
3.1692367420990695,73.49243519326143,15:01:28
3.198776349759634,73.51370605664839,15:01:32
3.2351981667821925,73.53762524978734,15:01:36
3.2663862985074945,73.56331543503615,15:01:40
3.2849584872627426,73.59000511580841,15:01:44
3.2905398345118417,73.61706661092323,15:01:48
3.287994359915699,73.64405012916006,15:01:52
3.2836556539807153,73.67071219240636,15:01:56
3.282037893687973,73.69703682738636,15:02:00
3.284472364509657,73.72324820596403,15:02:04
3.2896960947656155,73.74981374693118,15:02:08
3.2954902391562193,73.77743707969503,15:02:12
3.3002816127565446,73.80704069337587,15:02:16
3.303978096557548,73.83973853512597,15:02:20
3.3078592070950594,73.87679926156265,15:02:24
3.3137983470966876,73.91960127039513,15:02:28
3.323301504216511,73.96958102923398,15:02:32
3.3368032688077354,74.02817655865994,15:02:36
3.3534646375269532,74.09676819998683,15:02:40
3.3714878996918634,74.1766189880241,15:02:44
3.3887756714317603,74.2688170406355,15:02:48
3.403647507739305,74.3742223594514,15:02:52
3.415318092255481,74.49342030552478,15:02:56
3.423954251630497,74.6266837728183,15:03:00
3.430331687651641,74.77394574053066,15:03:04
3.435313093207716,74.93478345754932,15:03:08
